image_name,labels,emotion_name
agnolo-bronzino_portrait-of-francesco-i-de-medici-1551,2,anger
agnolo-bronzino_portrait-of-francesco-i-de-medici-1551-1,3,awe
agnolo-bronzino_portrait-of-giovanni-de-medici-1545,0,painting
agnolo-bronzino_portrait-of-guidubaldo-della-rovere-1532,6,excitement
agnolo-bronzino_portrait-of-laudomia-de-medici,2,anger
agnolo-bronzino_portrait-of-laura-battiferri,0,painting
agnolo-bronzino_portrait-of-lorenzo-lenzi,6,excitement
agnolo-bronzino_portrait-of-lorenzo-the-magnificent,0,painting
agnolo-bronzino_portrait-of-lucrezia-de-medici,2,anger
agnolo-bronzino_portrait-of-maria-de-medici-1553,7,fear
agnolo-bronzino_portrait-of-nano-morgante-1552,0,painting
agnolo-bronzino_portrait-of-nano-morgante-1552-1,0,painting
agnolo-bronzino_portrait-of-piero-di-lorenzo-de-medici,0,painting
agnolo-bronzino_portrait-of-pope-clement-vii,3,awe
agnolo-bronzino_portrait-of-signor-panciatichi-bartolomeo-1540,2,anger
agnolo-bronzino_portrait-of-stefano-iv-colonna-1546,2,anger
agnolo-bronzino_portrait-of-the-grand-duke-cosimo-i-de-medici,5,disgust
agnolo-bronzino_portrait-of-young-woman-with-her-son,2,anger
agnolo-bronzino_saint-john-the-baptist-1553,2,anger
agnolo-bronzino_scenes-of-allegories-of-the-cardinal-virtues,0,painting
agnolo-bronzino_scenes-of-allegories-of-the-cardinal-virtues-1,6,excitement
agnolo-bronzino_study-for-a-resurrection,2,anger
agnolo-bronzino_the-ailing-eleonora-da-toledo-1556,7,fear
agnolo-bronzino_the-crossing-of-the-red-sea-1555,2,anger
agnolo-bronzino_the-dead-christ-with-the-virgin-and-st-mary-magdalene-1530,7,fear
agnolo-bronzino_the-israelites-crossing-the-red-sea,3,awe
agnolo-bronzino_the-panciatichi-holy-family-1540,2,anger
agnolo-bronzino_ugolino-martelli,3,awe
agnolo-bronzino_unknown-lady,2,anger
agnolo-bronzino_venus-cupid-and-envy,2,anger
agnolo-bronzino_venus-cupido-and-satyr,5,disgust
agostino-carracci_a-peasant-man-head-and-shoulders-shouting,6,excitement
agostino-carracci_achille-and-briseis,5,disgust
agostino-carracci_aeneas-and-dido,0,painting
agostino-carracci_alcibiade-and-glycere,0,painting
agostino-carracci_angelica-and-medor,0,painting
agostino-carracci_ann-parolini-guicciardini-1598,0,painting
agostino-carracci_antony-and-cleopatra,2,anger
agostino-carracci_bachus-and-ariane,4,contentment
agostino-carracci_giovanni-gabrielli-il-sivello,7,fear
agostino-carracci_hairy-harry-mad-peter-and-tiny-amon-1600,0,painting
agostino-carracci_head-of-a-faun-in-a-concave-1595,2,anger
agostino-carracci_hercules-and-deianira,0,painting
agostino-carracci_italian-scientist-ulisse-aldrovandi,3,awe
agostino-carracci_julie-with-an-athlete,4,contentment
agostino-carracci_landscape-with-bathers-1599,6,excitement
agostino-carracci_messalina-in-lisisica-s-booth,5,disgust
agostino-carracci_neptune-dispersing-the-clouds-and-calming-the-tides,2,anger
agostino-carracci_ovid-and-corine,4,contentment
agostino-carracci_paris-and-oenone,5,disgust
agostino-carracci_pluto,6,excitement
agostino-carracci_polyenos-and-chrisis,5,disgust
agostino-carracci_portrait-of-a-lutenist-portrait-of-the-musician-orazio-bassani,0,painting
agostino-carracci_portrait-of-a-woman-1599,0,painting
agostino-carracci_portrait-of-annibale-ludovico-and-agostino-carracci,0,painting
agostino-carracci_portrait-of-christine-of-lorraine-grand-duchess-of-tuscany-1589,3,awe
agostino-carracci_religion-of-priapus,0,painting
agostino-carracci_satyr-mason,4,contentment
agostino-carracci_self-portrait-of-agostino-carracci,6,excitement
agostino-carracci_st-agatha-from-the-episode-holy-women-1578,3,awe
agostino-carracci_st-catherine-from-the-episode-holy-women-1578,0,painting
agostino-carracci_st-lucia-from-the-episode-holy-women-1578,4,contentment
agostino-carracci_st-margaret-from-the-episode-holy-women-1578,7,fear
agostino-carracci_studies-of-the-carracci-figure,0,painting
agostino-carracci_the-ecstasy-of-saint-catherine-1590,3,awe
agostino-carracci_the-holy-family-with-sts-anthony-abbot-catherine-and-the-infant-st-john-1582,2,anger
agostino-carracci_the-last-communion-of-st-jerome-1592,6,excitement
agostino-carracci_the-satire-and-his-wife,4,contentment
agostino-carracci_the-satyr-and-nymph,4,contentment
agostino-carracci_titian-1587,7,fear
agostino-carracci_venus-and-mars-1600,0,painting
agostino-carracci_venus-genitrice,3,awe
agostino-carracci_venus-punishing-profane-love-1595,0,painting
aki-kuroda_conti-nuit-1979,7,fear
aki-kuroda_first-night-i-1979,3,awe
aki-kuroda_galerie-maeght-exhibition-poster,0,painting
aki-kuroda_midnight-spaghetti-2010,4,contentment
aki-kuroda_untitled-1998-1,0,painting
aki-kuroda_yellow-box-pass-1996,3,awe
akseli-gallen-kallela_ad-astra-1907,6,excitement
akseli-gallen-kallela_aino-myth-triptych-1891,2,anger
akseli-gallen-kallela_boy-with-a-crow-1884,7,fear
akseli-gallen-kallela_by-the-river-of-tuonela-study-for-the-jus-lius-mausoleum-frescos-1903,7,fear
akseli-gallen-kallela_conceptio-artis-1894,0,painting
akseli-gallen-kallela_d-masqu-e-1888,3,awe
akseli-gallen-kallela_imatra-in-winter-1893,2,anger
akseli-gallen-kallela_in-the-sauna-1889,4,contentment
akseli-gallen-kallela_lake-keitele-1905,3,awe
akseli-gallen-kallela_m-ntykoski-waterfall-1893,3,awe
akseli-gallen-kallela_marie-gall-n-at-the-kuhmoniemi-bridge-1890,3,awe
akseli-gallen-kallela_mt-donia-sabuk-1909,0,painting
akseli-gallen-kallela_old-woman-with-a-cat-1885,4,contentment
akseli-gallen-kallela_parisienne-1888,0,painting
akseli-gallen-kallela_portrait-of-maxim-gorky-1906,6,excitement
akseli-gallen-kallela_portrait-of-phyllis-sj-str-m-1914,3,awe
akseli-gallen-kallela_poster-for-the-german-exposition-of-art-in-ateneum-1922,6,excitement
akseli-gallen-kallela_rustic-life-1887,3,awe
akseli-gallen-kallela_shepherd-boy-from-paanaj-rvi-1892,6,excitement
akseli-gallen-kallela_stockflotte-1908,3,awe
akseli-gallen-kallela_study-1889,0,painting
akseli-gallen-kallela_study-for-the-fresco-ilmarinen-ploughing-the-viper-field-1900,6,excitement
akseli-gallen-kallela_sunset-1899,3,awe
akseli-gallen-kallela_the-girl-and-the-rooster-1886,0,painting
akseli-gallen-kallela_the-great-black-woodpecker,2,anger
akseli-gallen-kallela_the-hand-of-christ-the-palm-of-peace-1897,6,excitement
akseli-gallen-kallela_the-lair-of-the-lynx-1906,2,anger
akseli-gallen-kallela_the-poster-bilbol-1907,0,painting
akseli-gallen-kallela_view-from-north-quay-1891,0,painting
al-held_taxi-cab-ii-1959,2,anger
aladar-korosfoi-kriesch_all-souls-day-1910,6,excitement
aladar-korosfoi-kriesch_cassandra-1908,0,painting
aladar-korosfoi-kriesch_eagles-above-the-hero-s-grave-1918,2,anger
aladar-korosfoi-kriesch_ego-sum-via-veritas-et-vita-1903,2,anger
aladar-korosfoi-kriesch_fair-1917,3,awe
aladar-korosfoi-kriesch_fountain-of-art-1907,2,anger
aladar-korosfoi-kriesch_lady-with-tiara,0,painting
aladar-korosfoi-kriesch_madonna-1908,2,anger
aladar-korosfoi-kriesch_memory-1905,7,fear
aladar-korosfoi-kriesch_portrait-of-kriesch-laura-1894,7,fear
aladar-korosfoi-kriesch_portrait-of-the-artist-s-wife-1896,2,anger
aladar-korosfoi-kriesch_pupppet-theatre-1907,0,painting
aladar-korosfoi-kriesch_sz-kely-folk-tales-1912,0,painting
aladar-korosfoi-kriesch_the-story-of-kl-ra-z-ch-i-1911,5,disgust
aladar-korosfoi-kriesch_the-story-of-kl-ra-z-ch-ii-1911,7,fear
aladar-korosfoi-kriesch_vanity-1904,6,excitement
albert-bierstadt_bison-with-coyotes-in-the-background,7,fear
albert-bierstadt_butterfly-1900,2,anger
albert-bierstadt_butterfly-second-version-1900,2,anger
albert-bierstadt_campfire-yosemite-valley,3,awe
albert-bierstadt_deer-in-a-field-1885,2,anger
albert-bierstadt_elk,2,anger
albert-bierstadt_fishing-boats-at-capri-1857,3,awe
albert-bierstadt_fishing-from-a-canoe-1859,3,awe
albert-bierstadt_fishing-on-the-northwest-coast,3,awe
albert-bierstadt_fishing-station-watch-hill,3,awe
albert-bierstadt_four-indians,2,anger
albert-bierstadt_green-mountains-vermont,3,awe
albert-bierstadt_grizzly-bears,7,fear
albert-bierstadt_mormon-boy-salt-lake-city-1863,7,fear
albert-bierstadt_native-of-the-woods,7,fear
albert-bierstadt_nebraska-on-the-plain,3,awe
albert-bierstadt_new-england-landscape-1889,2,anger
albert-bierstadt_on-the-plains-sunset,2,anger
albert-bierstadt_portrait-of-a-horse-1869,5,disgust
albert-bierstadt_rainbow-over-a-fallen-stag,7,fear
albert-bierstadt_rocky-mountain-big-horns,3,awe
albert-bierstadt_rocky-mountain-goats-1885,2,anger
albert-bierstadt_rocky-mountain-sheep,2,anger
albert-bierstadt_seaweed-harvesting,2,anger
albert-bierstadt_ships-in-moonlight,2,anger
albert-bierstadt_snow-capped-moutain,2,anger
albert-bierstadt_snow-capped-moutain-at-twilight,2,anger
albert-bierstadt_storm-among-the-alps,2,anger
albert-bierstadt_street-in-nassau-1878,2,anger
albert-bierstadt_study-of-a-tree-1864,6,excitement
albert-bierstadt_sunlight-and-shadow-1862,2,anger
albert-bierstadt_sunlight-and-shadow-study-1855,2,anger
albert-bierstadt_sunrise-on-the-matterhorn-1875,3,awe
albert-bierstadt_sunrise-over-forest-and-grove,3,awe
albert-bierstadt_the-ambush-1876,5,disgust
albert-bierstadt_the-arch-of-octavius-1858,7,fear
albert-bierstadt_wasatch-mountains,3,awe
albert-bierstadt_wharf-scene,7,fear
albert-bierstadt_white-horse-and-sunset,3,awe
albert-bloch_blue-eclipse-1955,0,painting
albert-bloch_blue-ravine,4,contentment
albert-bloch_blue-waterfall-1932,3,awe
albert-bloch_cityscape-with-tower,2,anger
albert-bloch_conference,6,excitement
albert-bloch_conversation-1950,0,painting
albert-bloch_duel-1912,6,excitement
albert-bloch_entombent,6,excitement
albert-bloch_figures-in-silver-light,2,anger
albert-bloch_figures-in-silver-light-study,7,fear
albert-bloch_figures-on-dark-ground-1916,7,fear
albert-bloch_for-clown-iv,2,anger
albert-bloch_garden-glimpse,7,fear
albert-bloch_gethsemane-1948,7,fear
albert-bloch_group-of-three,0,painting
albert-bloch_gulls-1941,6,excitement
albert-bloch_harlequinade-1911,0,painting
albert-bloch_head-1911,7,fear
albert-bloch_houses-at-night,6,excitement
albert-bloch_impromptu-1959,2,anger
albert-bloch_jordan-1946,6,excitement
albert-bloch_lied-i-1914,6,excitement
albert-bloch_march-of-the-clowns-1941,0,painting
albert-bloch_masked-portrait-georg-trakl-1943,6,excitement
albert-bloch_metamorphosis-1948,2,anger
albert-bloch_night-ii-1914,2,anger
albert-bloch_night-in-the-valley-1917,0,painting
albert-bloch_night-v-1917,6,excitement
albert-bloch_old-graverayd-1940,7,fear
albert-bloch_passing-train,7,fear
albert-bloch_pilgrims-in-the-snow-1925,7,fear
albert-bloch_piping-pierrot,3,awe
albert-bloch_portrait-of-mr-a-m,0,painting
albert-bloch_prize-fight,0,painting
albert-bloch_procession-with-the-cross,7,fear
albert-bloch_prodigal-1959,6,excitement
albert-bloch_saint-francis-in-the-woods-1927,3,awe
albert-bloch_scherzo-1926,6,excitement
albert-bloch_souvenir-1921,0,painting
albert-bloch_still-life-iii,0,painting
albert-bloch_study-of-shape-and-color-9-with-railway-bridge,0,painting
albert-bloch_summer-night-1913,6,excitement
albert-bloch_the-blind-man-1942,6,excitement
albert-bloch_the-blue-bough-1952,6,excitement
albert-bloch_the-dancer-ragtime-1911,0,painting
albert-bloch_the-four-pierrots-1912,1,amusement
albert-bloch_the-garden-of-asses-ii-1939,2,anger
albert-bloch_the-green-dress-1913,4,contentment
albert-bloch_the-grieving-women,7,fear
albert-bloch_the-house-next-door-1934,0,painting
albert-bloch_the-three-pierrots-no-2-1911,0,painting
albert-bloch_three-pierrots-and-harlequin-1914,6,excitement
albert-bloch_two-seated-nudes,3,awe
albert-bloch_untitled-infernal-figures,5,disgust
albert-bloch_vision-in-a-summer-night-1951,2,anger
albert-bloch_walk-to-emmaus-1938,2,anger
albert-bloch_windy-night-sky-1944,2,anger
albert-bloch_winter-in-the-dead-wood-1938,7,fear
albert-gleizes_acrobats-1916,0,painting
albert-gleizes_arabesque-brush-or-cubist-composition-1952,0,painting
albert-gleizes_composition-au-diapason,3,awe
albert-gleizes_composition-for-jazz-1915,0,painting
albert-gleizes_femme-au-fauteuil-1923,0,painting
albert-gleizes_femme-cubiste-1921,0,painting
albert-gleizes_femmes-cousant-1913,1,amusement
albert-gleizes_figure-cubiste-1921,4,contentment
albert-gleizes_football-players-1912,0,painting
albert-gleizes_houses-in-a-valley-1910,3,awe
albert-gleizes_la-chasse-1911,0,painting
albert-gleizes_landscape-with-bridge-and-viaduct-1910,7,fear
albert-gleizes_landscape-with-chimneys-1913,7,fear
albert-gleizes_man-on-a-balcony-portrait-of-dr-th-o-morinaud-1912,6,excitement
albert-gleizes_mati-re-et-lumi-re-ou-le-christ-au-t-tramorphe-1934,0,painting
albert-gleizes_new-york-1915,3,awe
albert-gleizes_on-a-sailboat,5,disgust
albert-gleizes_paysage-1914,5,disgust
albert-gleizes_portrait-de-jacques-nayral-1911,0,painting
albert-gleizes_portrait-de-miss-bessie-baver,7,fear
albert-gleizes_portrait-of-igor-stravinsky-1914,0,painting
albert-gleizes_serrieres,0,painting
albert-gleizes_sitting-nude-1909,7,fear
albert-gleizes_tarrytown,6,excitement
albert-gleizes_the-schoolboy-1924,4,contentment
albert-gleizes_the-swimmers-1912,0,painting
albert-gleizes_two-women-seated-by-a-window-1914,0,painting
albert-gleizes_vers-le-port,0,painting
albert-gleizes_woman-with-animals-1914,7,fear
albert-huie_houses-on-stilts-with-fishermen,3,awe
albert-huie_noon-1943,3,awe
albert-huie_quiet-corner-gordon-town-1958,3,awe
albert-huie_quiet-sunday-ocho-rios-jamaica,3,awe
albert-huie_roselle-waterfalls,3,awe
albert-huie_the-vendor-1939,3,awe
albert-huie_the-water-carrier,7,fear
albert-marquet_a-horse-in-marseille-1916,0,painting
albert-marquet_assouan-morning,2,anger
albert-marquet_banks-of-the-seine-paris-1896,3,awe
albert-marquet_bay-of-naples-1908,2,anger
albert-marquet_bouquet-of-flowers-1898,3,awe
albert-marquet_carnival-on-the-beach-1906,0,painting
albert-marquet_embankments-of-the-seine-in-paris-1907,3,awe
albert-marquet_farmyard-at-la-percaillerie-normandy-1901,3,awe
albert-marquet_fruit-knife-and-napkin-1898,3,awe
albert-marquet_girl-embroidering-seated-in-a-garden-1896,3,awe
albert-marquet_harbor-of-menton-1905,3,awe
albert-marquet_house-at-saint-tropez-1905,2,anger
albert-marquet_july-14th-at-havre-1906,5,disgust
albert-marquet_le-havre-1911,3,awe
albert-marquet_life-class-at-the-cole-des-beaux-arts-fauvist-nude-1898,2,anger
albert-marquet_notre-dame-in-winter-1902,3,awe
albert-marquet_nude-on-a-blue-background-1913,2,anger
albert-marquet_nude-on-a-divan-1912,3,awe
albert-marquet_outskirts-of-paris-1905,3,awe
albert-marquet_parisian-suburb-1897,2,anger
albert-marquet_pons-charente-maritime-1901,3,awe
albert-marquet_port-of-marseilles-1916,3,awe
albert-marquet_river-scene,2,anger
albert-marquet_street-lamp-arcueil-1899,3,awe
albert-marquet_the-apse-of-notre-dame-1901,3,awe
albert-marquet_the-artist-s-mother-1906,3,awe
albert-marquet_the-beach-at-f-camp-1906,3,awe
albert-marquet_the-beach-at-sainte-adresse-1906,3,awe
albert-marquet_the-blonde-woman,2,anger
albert-marquet_the-coffeepot-1902,3,awe
albert-marquet_the-louvre-embankment-1905,5,disgust
albert-marquet_the-pont-neuf-1906,3,awe
albert-marquet_the-pont-saint-michel-and-notre-dame-1905,3,awe
albert-marquet_the-port-le-havre-1906,5,disgust
albert-marquet_the-port-of-algiers-with-haze-1943,3,awe
albert-marquet_the-port-of-marseliles-1904,3,awe
albert-marquet_the-port-of-saint-tropez-1905,5,disgust
albert-marquet_the-village-of-vosges-1893,3,awe
albert-marquet_unloading-sand-1902,5,disgust
albert-marquet_view-of-agay-1905,3,awe
albert-marquet_village-cafe-1900,3,awe
albert-pinkham-ryder_childe-harold-s-pilgrimage-1895,7,fear
albert-pinkham-ryder_dancing-dryads-1879,6,excitement
albert-pinkham-ryder_flying-dutchman-1887,6,excitement
albert-pinkham-ryder_jonah-1895,6,excitement
albert-pinkham-ryder_king-cophetua-and-the-beggar-maid-1906,0,painting
albert-pinkham-ryder_pegasus-departing-1901,2,anger
albert-pinkham-ryder_roadside-meeting,3,awe
albert-pinkham-ryder_siegfried-and-the-rhine-maidens-1891,0,painting
albert-pinkham-ryder_spirit-of-autumn-1875,7,fear
albert-pinkham-ryder_the-race-track-death-on-a-pale-horse-1900,6,excitement
alberto-burri_procession-of-the-dead-christ-1946,6,excitement
alberto-burri_upper-piazza-1947,6,excitement
alberto-magnelli_decorative-panel-woman-no-2-1910,0,painting
alberto-magnelli_farmers-at-table-1922,2,anger
alberto-magnelli_femme-la-blouse-jaune-1916,3,awe
alberto-magnelli_incantation-1935,3,awe
alberto-magnelli_la-toilette-1917,0,painting
alberto-magnelli_map-of-the-world-and-lacerba-1914,3,awe
alberto-magnelli_maschere-no-1-1909,5,disgust
alberto-magnelli_nude-no-1-1914,0,painting
alberto-magnelli_the-cafe-1914,0,painting
alberto-magnelli_the-drunk-man-1914,0,painting
alberto-magnelli_tuscan-landscape-1922,3,awe
alberto-magnelli_woman-on-a-balcony-1914,0,painting
albrecht-altdorfer_alpine-landscape-with-church-1522,6,excitement
albrecht-altdorfer_ascension-christ,2,anger
albrecht-altdorfer_battle-between-knights-and-mercenary,1,amusement
albrecht-altdorfer_beautiful-mary-in-the-church-1519,2,anger
albrecht-altdorfer_beheading-of-john-the-baptist-1508,4,contentment
albrecht-altdorfer_beheading-of-st-catherine-1506,0,painting
albrecht-altdorfer_calvary-1526,7,fear
albrecht-altdorfer_communion-of-the-apostles-1518,5,disgust
albrecht-altdorfer_countryside-of-wood-with-saint-george-fighting-the-dragon-1510,2,anger
albrecht-altdorfer_crucifixion-1526,7,fear
albrecht-altdorfer_crucifixion-scene-christ-on-the-cross-with-mary-and-john-1516,7,fear
albrecht-altdorfer_crusade,2,anger
albrecht-altdorfer_danube-landscape-near-regensburg-with-the-scarecrow-hill,3,awe
albrecht-altdorfer_design-of-a-portal-technology-1530,0,painting
albrecht-altdorfer_diptych-1507,2,anger
albrecht-altdorfer_emperor-maximilian-triumphal-1515,2,anger
albrecht-altdorfer_emperor-maximilian-triumphal-1515-1,0,painting
albrecht-altdorfer_entombment-of-christ-1518,0,painting
albrecht-altdorfer_florian-result-scenes-for-legend-of-st-florian-1518,6,excitement
albrecht-altdorfer_friedrich-der-siegreiche,2,anger
albrecht-altdorfer_holy-family-with-an-angel-1515,3,awe
albrecht-altdorfer_holy-night-nativity-1511,2,anger
albrecht-altdorfer_landscape-with-a-footbridge,3,awe
albrecht-altdorfer_landscape-with-satyrfamilie-1507,3,awe
albrecht-altdorfer_lot-and-his-daughter-1537,2,anger
albrecht-altdorfer_lovers-1511,3,awe
albrecht-altdorfer_lovers-in-a-hay-field-1508,0,painting
albrecht-altdorfer_madonna-beautiful-maria-of-regensburg-1522,2,anger
albrecht-altdorfer_martyrdom-of-st-sebastian-1516,7,fear
albrecht-altdorfer_mary-in-glory-1526,2,anger
albrecht-altdorfer_mary-with-child-1531,2,anger
albrecht-altdorfer_mary-with-the-child-1525,0,painting
albrecht-altdorfer_mountain-range-1530,2,anger
albrecht-altdorfer_nativity-1507,6,excitement
albrecht-altdorfer_nativity-1525,6,excitement
albrecht-altdorfer_overall-sketch-of-the-picture-susanna-and-the-elders-1526,2,anger
albrecht-altdorfer_passion-of-christ,2,anger
albrecht-altdorfer_passion-of-christ-1,7,fear
albrecht-altdorfer_passion-of-christ-2,0,painting
albrecht-altdorfer_passion-of-christ-3,6,excitement
albrecht-altdorfer_passion-of-christ-4,7,fear
albrecht-altdorfer_penitent-st-jerome-1507,6,excitement
albrecht-altdorfer_portrait-of-a-woman-1530,2,anger
albrecht-altdorfer_recover-the-body-of-st-sebastian-1516,2,anger
albrecht-altdorfer_resurrection-of-christ,2,anger
albrecht-altdorfer_samson-and-the-lion-1512,6,excitement
albrecht-altdorfer_self-portrait-1530,0,painting
albrecht-altdorfer_susanna-in-the-bath-1526,2,anger
albrecht-altdorfer_the-adoration-of-the-magi-1535,2,anger
albrecht-altdorfer_the-battle-of-issus-1529,6,excitement
albrecht-altdorfer_the-battle-of-issus-fragment,6,excitement
albrecht-altdorfer_the-battle-of-issus-fragment-1,2,anger
albrecht-altdorfer_the-battle-of-issus-fragment-1529,2,anger
albrecht-altdorfer_the-battle-of-issus-fragment-1529-1,2,anger
albrecht-altdorfer_the-battle-of-issus-fragment-1529-10,0,painting
albrecht-altdorfer_the-battle-of-issus-fragment-1529-11,6,excitement
